artist,title,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,tag,hdbscan_cluster,dbscan_cluster
patsy cline,just out of reach (of my two open arms),3zpj9dvJABiyMrmLCPw6i8,0.471,0.021,10,-24.385,1,0.0366,0.931,1.19e-06,0.103,0.356,107.796,audio_features,spotify:track:3zpj9dvJABiyMrmLCPw6i8,https://api.spotify.com/v1/tracks/3zpj9dvJABiyMrmLCPw6i8,https://api.spotify.com/v1/audio-analysis/3zpj9dvJABiyMrmLCPw6i8,164573,3,not_hot,43,20
deep purple,child in time,5TrfusgKC1BYic5LaWCoKm,0.338,0.461,9,-10.74,0,0.0396,0.17,0.564,0.0927,0.351,126.698,audio_features,spotify:track:5TrfusgKC1BYic5LaWCoKm,https://api.spotify.com/v1/tracks/5TrfusgKC1BYic5LaWCoKm,https://api.spotify.com/v1/audio-analysis/5TrfusgKC1BYic5LaWCoKm,620373,4,not_hot,145,29
julian marley,lion in the jungle,6I7Rx2mZ9zARHGuPl7pye1,0.778,0.37,5,-9.688,0,0.168,0.0838,1.4e-06,0.127,0.742,80.022,audio_features,spotify:track:6I7Rx2mZ9zARHGuPl7pye1,https://api.spotify.com/v1/tracks/6I7Rx2mZ9zARHGuPl7pye1,https://api.spotify.com/v1/audio-analysis/6I7Rx2mZ9zARHGuPl7pye1,251000,4,not_hot,275,18
electric light orchestra,secret messages,4iOFENARPfS3d6P9rCQ2to,0.448,0.882,0,-6.861,1,0.0701,0.603,0.013,0.278,0.475,146.371,audio_features,spotify:track:4iOFENARPfS3d6P9rCQ2to,https://api.spotify.com/v1/tracks/4iOFENARPfS3d6P9rCQ2to,https://api.spotify.com/v1/audio-analysis/4iOFENARPfS3d6P9rCQ2to,283400,4,not_hot,143,7
ray price,the old rugged cross,4jTPlQp1YnJFmP3tIzLcmN,0.548,0.206,7,-11.58,1,0.0252,0.868,0.0,0.119,0.287,79.34,audio_features,spotify:track:4jTPlQp1YnJFmP3tIzLcmN,https://api.spotify.com/v1/tracks/4jTPlQp1YnJFmP3tIzLcmN,https://api.spotify.com/v1/audio-analysis/4jTPlQp1YnJFmP3tIzLcmN,186027,4,not_hot,51,14
faron young,if you ain't lovin' (you ain't livin'),7oanidqUgZO3GxXugm2ucC,0.625,0.416,7,-10.282,1,0.0316,0.752,0.0,0.0853,0.833,149.44,audio_features,spotify:track:7oanidqUgZO3GxXugm2ucC,https://api.spotify.com/v1/tracks/7oanidqUgZO3GxXugm2ucC,https://api.spotify.com/v1/audio-analysis/7oanidqUgZO3GxXugm2ucC,142000,4,not_hot,180,0
ace of base,don't turn around,4SYMibQ93bfzOk6uzkF0dO,0.745,0.771,4,-8.231,0,0.0755,0.00104,0.387,0.0574,0.752,95.623,audio_features,spotify:track:4SYMibQ93bfzOk6uzkF0dO,https://api.spotify.com/v1/tracks/4SYMibQ93bfzOk6uzkF0dO,https://api.spotify.com/v1/audio-analysis/4SYMibQ93bfzOk6uzkF0dO,230187,4,not_hot,239,1
bone thugs-n-harmony,everyday thugs,7qHAjAL7CpadaZLamuBZRm,0.683,0.74,11,-6.041,0,0.0462,0.00228,0.0,0.238,0.65,129.515,audio_features,spotify:track:7qHAjAL7CpadaZLamuBZRm,https://api.spotify.com/v1/tracks/7qHAjAL7CpadaZLamuBZRm,https://api.spotify.com/v1/audio-analysis/7qHAjAL7CpadaZLamuBZRm,281773,4,not_hot,87,7
bone thugs-n-harmony,i'm not that nigga!,7qHAjAL7CpadaZLamuBZRm,0.683,0.74,11,-6.041,0,0.0462,0.00228,0.0,0.238,0.65,129.515,audio_features,spotify:track:7qHAjAL7CpadaZLamuBZRm,https://api.spotify.com/v1/tracks/7qHAjAL7CpadaZLamuBZRm,https://api.spotify.com/v1/audio-analysis/7qHAjAL7CpadaZLamuBZRm,281773,4,not_hot,87,7
bone thugs-n-harmony,cause i'm bone bone,7qHAjAL7CpadaZLamuBZRm,0.683,0.74,11,-6.041,0,0.0462,0.00228,0.0,0.238,0.65,129.515,audio_features,spotify:track:7qHAjAL7CpadaZLamuBZRm,https://api.spotify.com/v1/tracks/7qHAjAL7CpadaZLamuBZRm,https://api.spotify.com/v1/audio-analysis/7qHAjAL7CpadaZLamuBZRm,281773,4,not_hot,87,7
hirie,i wanna be,42l5608w6dsFAdfCjLMigc,0.65,0.84,2,-3.336,0,0.0639,0.484,1.22e-06,0.0728,0.599,139.933,audio_features,spotify:track:42l5608w6dsFAdfCjLMigc,https://api.spotify.com/v1/tracks/42l5608w6dsFAdfCjLMigc,https://api.spotify.com/v1/audio-analysis/42l5608w6dsFAdfCjLMigc,242284,4,not_hot,202,17
eilen jewell,high shelf booze,7aHcoaN1I1ZxKmZrHO2X4M,0.551,0.535,9,-8.004,0,0.143,0.659,2.69e-05,0.321,0.611,126.301,audio_features,spotify:track:7aHcoaN1I1ZxKmZrHO2X4M,https://api.spotify.com/v1/tracks/7aHcoaN1I1ZxKmZrHO2X4M,https://api.spotify.com/v1/audio-analysis/7aHcoaN1I1ZxKmZrHO2X4M,218027,4,not_hot,257,15
bob james,unicorn,6ga5PHcevLsQnoqfnq7YWd,0.54,0.683,7,-13.906,1,0.0382,0.00729,0.0,0.144,0.661,107.055,audio_features,spotify:track:6ga5PHcevLsQnoqfnq7YWd,https://api.spotify.com/v1/tracks/6ga5PHcevLsQnoqfnq7YWd,https://api.spotify.com/v1/audio-analysis/6ga5PHcevLsQnoqfnq7YWd,120250,4,not_hot,185,2
joe bonamassa,self-inflicted wounds,0r61QhigETeOXpl03u1nSV,0.438,0.592,6,-6.517,0,0.0285,0.0599,0.00409,0.115,0.256,139.05,audio_features,spotify:track:0r61QhigETeOXpl03u1nSV,https://api.spotify.com/v1/tracks/0r61QhigETeOXpl03u1nSV,https://api.spotify.com/v1/audio-analysis/0r61QhigETeOXpl03u1nSV,395947,3,not_hot,2,29
j.j. cale,changes,5qZKuuKGngifO5psg19XdO,0.789,0.217,2,-20.727,0,0.0499,0.792,0.228,0.111,0.876,117.549,audio_features,spotify:track:5qZKuuKGngifO5psg19XdO,https://api.spotify.com/v1/tracks/5qZKuuKGngifO5psg19XdO,https://api.spotify.com/v1/audio-analysis/5qZKuuKGngifO5psg19XdO,143800,4,not_hot,95,0
j.j. cale,guitar man,5qZKuuKGngifO5psg19XdO,0.789,0.217,2,-20.727,0,0.0499,0.792,0.228,0.111,0.876,117.549,audio_features,spotify:track:5qZKuuKGngifO5psg19XdO,https://api.spotify.com/v1/tracks/5qZKuuKGngifO5psg19XdO,https://api.spotify.com/v1/audio-analysis/5qZKuuKGngifO5psg19XdO,143800,4,not_hot,95,0
jim stafford,swamp witch,74hM58NEw4o6SNKqBBI7IL,0.46,0.445,7,-12.877,1,0.141,0.5,0.000125,0.323,0.433,165.545,audio_features,spotify:track:74hM58NEw4o6SNKqBBI7IL,https://api.spotify.com/v1/tracks/74hM58NEw4o6SNKqBBI7IL,https://api.spotify.com/v1/audio-analysis/74hM58NEw4o6SNKqBBI7IL,227507,4,not_hot,260,1
nat king cole,straighten up and fly right,4QxDOjgpYtQDxxbWPuEJOy,0.425,0.373,4,-7.543,1,0.0801,0.686,0.0,0.077,0.663,78.231,audio_features,spotify:track:4QxDOjgpYtQDxxbWPuEJOy,https://api.spotify.com/v1/tracks/4QxDOjgpYtQDxxbWPuEJOy,https://api.spotify.com/v1/audio-analysis/4QxDOjgpYtQDxxbWPuEJOy,155307,4,not_hot,228,19
nat king cole,i'm shooting high,4QxDOjgpYtQDxxbWPuEJOy,0.425,0.373,4,-7.543,1,0.0801,0.686,0.0,0.077,0.663,78.231,audio_features,spotify:track:4QxDOjgpYtQDxxbWPuEJOy,https://api.spotify.com/v1/tracks/4QxDOjgpYtQDxxbWPuEJOy,https://api.spotify.com/v1/audio-analysis/4QxDOjgpYtQDxxbWPuEJOy,155307,4,not_hot,228,19
nat king cole,when you walked by,4QxDOjgpYtQDxxbWPuEJOy,0.425,0.373,4,-7.543,1,0.0801,0.686,0.0,0.077,0.663,78.231,audio_features,spotify:track:4QxDOjgpYtQDxxbWPuEJOy,https://api.spotify.com/v1/tracks/4QxDOjgpYtQDxxbWPuEJOy,https://api.spotify.com/v1/audio-analysis/4QxDOjgpYtQDxxbWPuEJOy,155307,4,not_hot,228,19
nat king cole,serenata,4QxDOjgpYtQDxxbWPuEJOy,0.425,0.373,4,-7.543,1,0.0801,0.686,0.0,0.077,0.663,78.231,audio_features,spotify:track:4QxDOjgpYtQDxxbWPuEJOy,https://api.spotify.com/v1/tracks/4QxDOjgpYtQDxxbWPuEJOy,https://api.spotify.com/v1/audio-analysis/4QxDOjgpYtQDxxbWPuEJOy,155307,4,not_hot,228,19
slightly stoopid,this joint,1UL8GkVAs6UcWF6BZ3DYZt,0.572,0.728,7,-5.534,1,0.0275,0.203,0.00263,0.231,0.535,75.179,audio_features,spotify:track:1UL8GkVAs6UcWF6BZ3DYZt,https://api.spotify.com/v1/tracks/1UL8GkVAs6UcWF6BZ3DYZt,https://api.spotify.com/v1/audio-analysis/1UL8GkVAs6UcWF6BZ3DYZt,145560,4,not_hot,96,0
hiroshima,why can't i love you,6Bc1D6PR9oaeTZNMPSwE2U,0.847,0.411,0,-15.507,0,0.0426,0.295,0.857,0.101,0.954,110.287,audio_features,spotify:track:6Bc1D6PR9oaeTZNMPSwE2U,https://api.spotify.com/v1/tracks/6Bc1D6PR9oaeTZNMPSwE2U,https://api.spotify.com/v1/audio-analysis/6Bc1D6PR9oaeTZNMPSwE2U,291867,4,not_hot,32,21
jr. walker & the all stars,walk in the night,2Zk0eoq7d6Vw0fRVRXPWnc,0.751,0.683,1,-5.771,1,0.0338,0.155,7.83e-06,0.0611,0.631,120.983,audio_features,spotify:track:2Zk0eoq7d6Vw0fRVRXPWnc,https://api.spotify.com/v1/tracks/2Zk0eoq7d6Vw0fRVRXPWnc,https://api.spotify.com/v1/audio-analysis/2Zk0eoq7d6Vw0fRVRXPWnc,176627,4,not_hot,46,13
luke bryan,blood brothers,4ggPIxXwOWReIBfyCVW8QI,0.54,0.724,6,-4.884,1,0.0446,0.16,3.35e-05,0.0341,0.549,80.992,audio_features,spotify:track:4ggPIxXwOWReIBfyCVW8QI,https://api.spotify.com/v1/tracks/4ggPIxXwOWReIBfyCVW8QI,https://api.spotify.com/v1/audio-analysis/4ggPIxXwOWReIBfyCVW8QI,243467,4,not_hot,222,17
ray vega,birks' works,46M1GannlPXGA7EbmvwPmH,0.617,0.576,5,-10.31,0,0.0402,0.319,0.705,0.0897,0.83,95.496,audio_features,spotify:track:46M1GannlPXGA7EbmvwPmH,https://api.spotify.com/v1/tracks/46M1GannlPXGA7EbmvwPmH,https://api.spotify.com/v1/audio-analysis/46M1GannlPXGA7EbmvwPmH,327040,4,not_hot,114,12
jamie n commons,glory,6AXIgQRvorhGyeBM0Jby9E,0.576,0.738,4,-4.505,0,0.0273,0.0221,0.0354,0.122,0.365,78.006,audio_features,spotify:track:6AXIgQRvorhGyeBM0Jby9E,https://api.spotify.com/v1/tracks/6AXIgQRvorhGyeBM0Jby9E,https://api.spotify.com/v1/audio-analysis/6AXIgQRvorhGyeBM0Jby9E,198573,4,not_hot,256,4
kansas,all the world,6zeE5tKyr8Nu882DQhhSQI,0.475,0.322,7,-10.687,1,0.0283,0.367,0.00056,0.11,0.387,93.503,audio_features,spotify:track:6zeE5tKyr8Nu882DQhhSQI,https://api.spotify.com/v1/tracks/6zeE5tKyr8Nu882DQhhSQI,https://api.spotify.com/v1/audio-analysis/6zeE5tKyr8Nu882DQhhSQI,206267,4,not_hot,164,24
neil diamond,stones,4wOKTOwGVrie2GIbCMEe7U,0.246,0.375,10,-14.409,1,0.0272,0.141,4.97e-06,0.109,0.511,90.53,audio_features,spotify:track:4wOKTOwGVrie2GIbCMEe7U,https://api.spotify.com/v1/tracks/4wOKTOwGVrie2GIbCMEe7U,https://api.spotify.com/v1/audio-analysis/4wOKTOwGVrie2GIbCMEe7U,213200,4,not_hot,234,9
silver jews,i remember me,7ehhnVu3JUWMaSJzY1zC4k,0.343,0.136,5,-15.142,1,0.0385,0.749,0.0,0.261,0.59,70.937,audio_features,spotify:track:7ehhnVu3JUWMaSJzY1zC4k,https://api.spotify.com/v1/tracks/7ehhnVu3JUWMaSJzY1zC4k,https://api.spotify.com/v1/audio-analysis/7ehhnVu3JUWMaSJzY1zC4k,182667,4,not_hot,106,14
laura nyro,the bells,0GpkBFuZzYVvyuSSIjAKFZ,0.406,0.308,0,-9.386,1,0.0271,0.822,0.0,0.114,0.165,78.168,audio_features,spotify:track:0GpkBFuZzYVvyuSSIjAKFZ,https://api.spotify.com/v1/tracks/0GpkBFuZzYVvyuSSIjAKFZ,https://api.spotify.com/v1/audio-analysis/0GpkBFuZzYVvyuSSIjAKFZ,179200,3,not_hot,47,8
hollywood undead,young,1czaCgWLWgqp0eRIZ0BcXh,0.82,0.831,5,-4.856,0,0.0315,0.0962,0.0,0.181,0.945,110.048,audio_features,spotify:track:1czaCgWLWgqp0eRIZ0BcXh,https://api.spotify.com/v1/tracks/1czaCgWLWgqp0eRIZ0BcXh,https://api.spotify.com/v1/audio-analysis/1czaCgWLWgqp0eRIZ0BcXh,210467,4,not_hot,135,9
spandau ballet,true,10I09MLZCY4pK37XxAfkw0,0.777,0.521,0,-8.443,1,0.0277,0.359,0.11,0.0594,0.335,97.623,audio_features,spotify:track:10I09MLZCY4pK37XxAfkw0,https://api.spotify.com/v1/tracks/10I09MLZCY4pK37XxAfkw0,https://api.spotify.com/v1/audio-analysis/10I09MLZCY4pK37XxAfkw0,393387,4,not_hot,63,29
dan fogelberg,face the fire,56ilrbKJF2bph5W6eZaM5E,0.308,0.0427,7,-24.709,1,0.0336,0.865,0.0,0.179,0.383,158.399,audio_features,spotify:track:56ilrbKJF2bph5W6eZaM5E,https://api.spotify.com/v1/tracks/56ilrbKJF2bph5W6eZaM5E,https://api.spotify.com/v1/audio-analysis/56ilrbKJF2bph5W6eZaM5E,195067,4,not_hot,81,32
dan fogelberg,only the heart may know,56ilrbKJF2bph5W6eZaM5E,0.308,0.0427,7,-24.709,1,0.0336,0.865,0.0,0.179,0.383,158.399,audio_features,spotify:track:56ilrbKJF2bph5W6eZaM5E,https://api.spotify.com/v1/tracks/56ilrbKJF2bph5W6eZaM5E,https://api.spotify.com/v1/audio-analysis/56ilrbKJF2bph5W6eZaM5E,195067,4,not_hot,81,32
dan fogelberg,old tennessee,56ilrbKJF2bph5W6eZaM5E,0.308,0.0427,7,-24.709,1,0.0336,0.865,0.0,0.179,0.383,158.399,audio_features,spotify:track:56ilrbKJF2bph5W6eZaM5E,https://api.spotify.com/v1/tracks/56ilrbKJF2bph5W6eZaM5E,https://api.spotify.com/v1/audio-analysis/56ilrbKJF2bph5W6eZaM5E,195067,4,not_hot,81,32
tool,ænema,0nLOl4fSiBZKGFla5pLUtf,0.335,0.849,0,-6.927,1,0.321,0.00193,0.254,0.0928,0.256,181.716,audio_features,spotify:track:0nLOl4fSiBZKGFla5pLUtf,https://api.spotify.com/v1/tracks/0nLOl4fSiBZKGFla5pLUtf,https://api.spotify.com/v1/audio-analysis/0nLOl4fSiBZKGFla5pLUtf,399267,3,not_hot,2,29
susan tedeschi,loving you is sweeter than ever,5OwOfn0Ihle2WLudoH22wj,0.431,0.804,0,-6.775,1,0.0596,0.168,1.3e-06,0.239,0.626,182.219,audio_features,spotify:track:5OwOfn0Ihle2WLudoH22wj,https://api.spotify.com/v1/tracks/5OwOfn0Ihle2WLudoH22wj,https://api.spotify.com/v1/audio-analysis/5OwOfn0Ihle2WLudoH22wj,237600,4,not_hot,271,17
heartless bastards,my maker,7iUmO03ChCW5VZdaycM4aX,0.61,0.641,11,-4.423,1,0.0289,0.662,0.0,0.17,0.494,111.001,audio_features,spotify:track:7iUmO03ChCW5VZdaycM4aX,https://api.spotify.com/v1/tracks/7iUmO03ChCW5VZdaycM4aX,https://api.spotify.com/v1/audio-analysis/7iUmO03ChCW5VZdaycM4aX,169613,4,not_hot,101,20
heartless bastards,late in the night,7iUmO03ChCW5VZdaycM4aX,0.61,0.641,11,-4.423,1,0.0289,0.662,0.0,0.17,0.494,111.001,audio_features,spotify:track:7iUmO03ChCW5VZdaycM4aX,https://api.spotify.com/v1/tracks/7iUmO03ChCW5VZdaycM4aX,https://api.spotify.com/v1/audio-analysis/7iUmO03ChCW5VZdaycM4aX,169613,4,not_hot,101,20
muse,blackout,4VqPOruhp5EdPBeR92t6lQ,0.602,0.905,2,-4.046,1,0.0775,0.000202,0.064,0.117,0.411,128.019,audio_features,spotify:track:4VqPOruhp5EdPBeR92t6lQ,https://api.spotify.com/v1/tracks/4VqPOruhp5EdPBeR92t6lQ,https://api.spotify.com/v1/audio-analysis/4VqPOruhp5EdPBeR92t6lQ,304840,4,not_hot,91,12
muse,butterflies and hurricanes,4VqPOruhp5EdPBeR92t6lQ,0.602,0.905,2,-4.046,1,0.0775,0.000202,0.064,0.117,0.411,128.019,audio_features,spotify:track:4VqPOruhp5EdPBeR92t6lQ,https://api.spotify.com/v1/tracks/4VqPOruhp5EdPBeR92t6lQ,https://api.spotify.com/v1/audio-analysis/4VqPOruhp5EdPBeR92t6lQ,304840,4,not_hot,91,12
a tribe called quest,everything is fair,0eEXcw3JLVXcRxYrVYMy68,0.866,0.534,11,-9.201,1,0.229,0.184,0.266,0.0929,0.841,98.243,audio_features,spotify:track:0eEXcw3JLVXcRxYrVYMy68,https://api.spotify.com/v1/tracks/0eEXcw3JLVXcRxYrVYMy68,https://api.spotify.com/v1/audio-analysis/0eEXcw3JLVXcRxYrVYMy68,226133,4,not_hot,200,1
a tribe called quest,hot sex,0eEXcw3JLVXcRxYrVYMy68,0.866,0.534,11,-9.201,1,0.229,0.184,0.266,0.0929,0.841,98.243,audio_features,spotify:track:0eEXcw3JLVXcRxYrVYMy68,https://api.spotify.com/v1/tracks/0eEXcw3JLVXcRxYrVYMy68,https://api.spotify.com/v1/audio-analysis/0eEXcw3JLVXcRxYrVYMy68,226133,4,not_hot,200,1
willie nelson,(how will i know) i'm falling in love again,2aODUMrXCZ4DD7A1uqogn0,0.375,0.137,2,-20.419,1,0.0304,0.904,0.244,0.0898,0.113,144.393,audio_features,spotify:track:2aODUMrXCZ4DD7A1uqogn0,https://api.spotify.com/v1/tracks/2aODUMrXCZ4DD7A1uqogn0,https://api.spotify.com/v1/audio-analysis/2aODUMrXCZ4DD7A1uqogn0,207360,4,not_hot,193,24
poco,heart of the night,6fNID7koTl1dZBCs6FmK4E,0.639,0.417,6,-15.345,1,0.0265,0.0029,0.000218,0.0821,0.778,98.818,audio_features,spotify:track:6fNID7koTl1dZBCs6FmK4E,https://api.spotify.com/v1/tracks/6fNID7koTl1dZBCs6FmK4E,https://api.spotify.com/v1/audio-analysis/6fNID7koTl1dZBCs6FmK4E,294533,4,not_hot,6,21
al green,"are you lonely for me, baby",63xdwScd1Ai1GigAwQxE8y,0.756,0.401,7,-10.702,0,0.0526,0.582,0.011,0.0541,0.514,101.954,audio_features,spotify:track:63xdwScd1Ai1GigAwQxE8y,https://api.spotify.com/v1/tracks/63xdwScd1Ai1GigAwQxE8y,https://api.spotify.com/v1/audio-analysis/63xdwScd1Ai1GigAwQxE8y,199396,4,not_hot,190,4
al green,true love,63xdwScd1Ai1GigAwQxE8y,0.756,0.401,7,-10.702,0,0.0526,0.582,0.011,0.0541,0.514,101.954,audio_features,spotify:track:63xdwScd1Ai1GigAwQxE8y,https://api.spotify.com/v1/tracks/63xdwScd1Ai1GigAwQxE8y,https://api.spotify.com/v1/audio-analysis/63xdwScd1Ai1GigAwQxE8y,199396,4,not_hot,190,4
al green,the city,63xdwScd1Ai1GigAwQxE8y,0.756,0.401,7,-10.702,0,0.0526,0.582,0.011,0.0541,0.514,101.954,audio_features,spotify:track:63xdwScd1Ai1GigAwQxE8y,https://api.spotify.com/v1/tracks/63xdwScd1Ai1GigAwQxE8y,https://api.spotify.com/v1/audio-analysis/63xdwScd1Ai1GigAwQxE8y,199396,4,not_hot,190,4
al green,i wish you were here,63xdwScd1Ai1GigAwQxE8y,0.756,0.401,7,-10.702,0,0.0526,0.582,0.011,0.0541,0.514,101.954,audio_features,spotify:track:63xdwScd1Ai1GigAwQxE8y,https://api.spotify.com/v1/tracks/63xdwScd1Ai1GigAwQxE8y,https://api.spotify.com/v1/audio-analysis/63xdwScd1Ai1GigAwQxE8y,199396,4,not_hot,190,4
al green,let's stay together,63xdwScd1Ai1GigAwQxE8y,0.756,0.401,7,-10.702,0,0.0526,0.582,0.011,0.0541,0.514,101.954,audio_features,spotify:track:63xdwScd1Ai1GigAwQxE8y,https://api.spotify.com/v1/tracks/63xdwScd1Ai1GigAwQxE8y,https://api.spotify.com/v1/audio-analysis/63xdwScd1Ai1GigAwQxE8y,199396,4,not_hot,190,4
future,wicked,6BbINUfGabVyiNFJpQXn3x,0.718,0.679,11,-5.899,0,0.0706,0.00191,0.0104,0.385,0.205,157.97,audio_features,spotify:track:6BbINUfGabVyiNFJpQXn3x,https://api.spotify.com/v1/tracks/6BbINUfGabVyiNFJpQXn3x,https://api.spotify.com/v1/audio-analysis/6BbINUfGabVyiNFJpQXn3x,173347,4,not_hot,126,13
kesha,blah blah blah (feat. 3oh!3),7lWUJpax919G4JdaFEVmCy,0.752,0.836,10,-3.173,1,0.115,0.0843,0.000425,0.424,0.519,120.003,audio_features,spotify:track:7lWUJpax919G4JdaFEVmCy,https://api.spotify.com/v1/tracks/7lWUJpax919G4JdaFEVmCy,https://api.spotify.com/v1/audio-analysis/7lWUJpax919G4JdaFEVmCy,172053,4,not_hot,74,13
brad mehldau,ron's place,0zMHFQZiWaSLsKweL8CRI7,0.491,0.101,9,-22.313,1,0.0391,0.887,0.877,0.114,0.363,96.211,audio_features,spotify:track:0zMHFQZiWaSLsKweL8CRI7,https://api.spotify.com/v1/tracks/0zMHFQZiWaSLsKweL8CRI7,https://api.spotify.com/v1/audio-analysis/0zMHFQZiWaSLsKweL8CRI7,390707,3,not_hot,64,29
head east,lovin' me along,46E4di5YoT3Ab5bheoiEId,0.517,0.447,7,-12.483,1,0.0418,0.000573,0.00118,0.144,0.894,134.755,audio_features,spotify:track:46E4di5YoT3Ab5bheoiEId,https://api.spotify.com/v1/tracks/46E4di5YoT3Ab5bheoiEId,https://api.spotify.com/v1/audio-analysis/46E4di5YoT3Ab5bheoiEId,310267,4,not_hot,117,12
curtis salgado,i want my dog to live longer (the greatest wish),4SCge41oDQOTIcfmhnYvAQ,0.872,0.308,9,-9.942,1,0.0428,0.9,1.11e-06,0.12,0.727,106.215,audio_features,spotify:track:4SCge41oDQOTIcfmhnYvAQ,https://api.spotify.com/v1/tracks/4SCge41oDQOTIcfmhnYvAQ,https://api.spotify.com/v1/audio-analysis/4SCge41oDQOTIcfmhnYvAQ,167307,4,not_hot,125,20
al kooper,i stand alone,1eWZY9g8A7GAbBTfxMUy14,0.488,0.599,0,-7.455,1,0.0314,0.176,0.842,0.461,0.618,100.052,audio_features,spotify:track:1eWZY9g8A7GAbBTfxMUy14,https://api.spotify.com/v1/tracks/1eWZY9g8A7GAbBTfxMUy14,https://api.spotify.com/v1/audio-analysis/1eWZY9g8A7GAbBTfxMUy14,414000,4,not_hot,62,29
free,come together in the morning,1jmAqm1VJ6Sa3fnuiSSrKa,0.412,0.494,5,-11.473,1,0.0306,0.0559,0.132,0.0772,0.526,79.372,audio_features,spotify:track:1jmAqm1VJ6Sa3fnuiSSrKa,https://api.spotify.com/v1/tracks/1jmAqm1VJ6Sa3fnuiSSrKa,https://api.spotify.com/v1/audio-analysis/1jmAqm1VJ6Sa3fnuiSSrKa,279000,4,not_hot,58,7
aretha franklin,every little bit hurts,5AoTuHE5P5bvC7BBppYnja,0.744,0.611,0,-6.386,1,0.0333,0.0723,0.000532,0.0692,0.961,114.991,audio_features,spotify:track:5AoTuHE5P5bvC7BBppYnja,https://api.spotify.com/v1/tracks/5AoTuHE5P5bvC7BBppYnja,https://api.spotify.com/v1/audio-analysis/5AoTuHE5P5bvC7BBppYnja,142187,4,not_hot,180,0
aretha franklin,can't you just see me,5AoTuHE5P5bvC7BBppYnja,0.744,0.611,0,-6.386,1,0.0333,0.0723,0.000532,0.0692,0.961,114.991,audio_features,spotify:track:5AoTuHE5P5bvC7BBppYnja,https://api.spotify.com/v1/tracks/5AoTuHE5P5bvC7BBppYnja,https://api.spotify.com/v1/audio-analysis/5AoTuHE5P5bvC7BBppYnja,142187,4,not_hot,180,0
blues saraceno,devils got you beat,4wgVwhGGBghHADrwfgOBEX,0.554,0.855,10,-5.145,0,0.0455,0.000187,0.00547,0.443,0.798,116.082,audio_features,spotify:track:4wgVwhGGBghHADrwfgOBEX,https://api.spotify.com/v1/tracks/4wgVwhGGBghHADrwfgOBEX,https://api.spotify.com/v1/audio-analysis/4wgVwhGGBghHADrwfgOBEX,213376,4,not_hot,234,9
talk talk,it's my life,4jhsuQCUCJKA5f0bXb6XdJ,0.627,0.802,0,-8.432,1,0.0348,0.197,0.784,0.404,0.867,126.283,audio_features,spotify:track:4jhsuQCUCJKA5f0bXb6XdJ,https://api.spotify.com/v1/tracks/4jhsuQCUCJKA5f0bXb6XdJ,https://api.spotify.com/v1/audio-analysis/4jhsuQCUCJKA5f0bXb6XdJ,232400,4,not_hot,242,1
irma thomas,i've been there,4DpgCP5G7pI13b6VUxUTjK,0.782,0.372,10,-8.456,0,0.0597,0.558,0.00268,0.134,0.597,120.736,audio_features,spotify:track:4DpgCP5G7pI13b6VUxUTjK,https://api.spotify.com/v1/tracks/4DpgCP5G7pI13b6VUxUTjK,https://api.spotify.com/v1/audio-analysis/4DpgCP5G7pI13b6VUxUTjK,152800,4,not_hot,97,19
ella fitzgerald,dream a little dream of me,78MI7mu1LV1k4IA2HzKmHe,0.443,0.104,0,-17.042,1,0.101,0.913,0.0,0.191,0.394,76.497,audio_features,spotify:track:78MI7mu1LV1k4IA2HzKmHe,https://api.spotify.com/v1/tracks/78MI7mu1LV1k4IA2HzKmHe,https://api.spotify.com/v1/audio-analysis/78MI7mu1LV1k4IA2HzKmHe,185160,4,not_hot,52,14
sister rosetta tharpe,when they ring the golden bell,6V23uUPhBn3NZuUVq1aOlz,0.432,0.351,7,-8.225,1,0.0379,0.444,0.0,0.121,0.484,96.486,audio_features,spotify:track:6V23uUPhBn3NZuUVq1aOlz,https://api.spotify.com/v1/tracks/6V23uUPhBn3NZuUVq1aOlz,https://api.spotify.com/v1/audio-analysis/6V23uUPhBn3NZuUVq1aOlz,146022,4,not_hot,36,0
bobby vee,rubber ball,35gkASz2Cb1VryMGIuEPjX,0.423,0.43,9,-10.325,1,0.0353,0.686,0.0,0.183,0.77,142.885,audio_features,spotify:track:35gkASz2Cb1VryMGIuEPjX,https://api.spotify.com/v1/tracks/35gkASz2Cb1VryMGIuEPjX,https://api.spotify.com/v1/audio-analysis/35gkASz2Cb1VryMGIuEPjX,144107,4,not_hot,95,0
don mclean,crying,1fDsrQ23eTAVFElUMaf38X,0.531,0.481,4,-11.709,0,0.06,0.699,0.0,0.0842,0.491,138.45,audio_features,spotify:track:1fDsrQ23eTAVFElUMaf38X,https://api.spotify.com/v1/tracks/1fDsrQ23eTAVFElUMaf38X,https://api.spotify.com/v1/audio-analysis/1fDsrQ23eTAVFElUMaf38X,516893,4,not_hot,177,29
